0.125 0.9
0.145 0.8
0.155 0.7
0.165 0.6
0.185 0.5
0.195 0.4
0.255 0.3
0.285 0.2
0.325 0.1
0.345 0.09
0.335 0.08
0.34  0.07
0.355 0.06
0.375 0.05
0.4 0.04
0.5 0.03
0.6 0.04 
