0.030000 0.400000 0.402639 0.000000 
0.030000 0.500000 0.507270 0.000000 
0.030000 0.600000 0.342589 0.000000 
0.040000 0.400000 0.434018 0.000000 
0.040000 0.500000 0.655475 0.878600 
0.040000 0.600000 0.343107 0.000000 
0.050000 0.390000 0.419091 0.000000 
0.050000 0.400000 0.552670 0.628900 
0.050000 0.500000 0.697318 0.878500 
0.060000 0.350000 0.393880 0.000000 
0.060000 0.380000 0.390902 0.000000 
0.060000 0.390000 0.457838 0.000000 
0.070000 0.350000 0.396310 0.000000 
0.070000 0.380000 0.537518 0.000000 
0.070000 0.390000 0.637515 0.643000 
0.080000 0.350000 0.389215 0.000000 
0.080000 0.370000 0.407901 0.000000 
0.080000 0.380000 0.622715 0.616100 
0.090000 0.350000 0.404377 0.000000 
0.090000 0.360000 0.400414 0.000000 
0.090000 0.370000 0.598240 0.563700 
0.100000 0.100000 0.482647 0.000000 
0.100000 0.200000 0.443794 0.000000 
0.100000 0.300000 0.407410 0.000000 
0.100000 0.330000 0.399364 0.000000 
0.100000 0.350000 0.393123 0.000000 
0.100000 0.370000 0.445492 0.000000 
0.100000 0.380000 0.654906 0.637000 
0.100000 0.400000 0.693930 0.691100 
0.100000 0.500000 0.740675 0.882500 
0.100000 0.600000 0.534548 0.000000 
0.200000 0.100000 0.484454 0.000000 
0.200000 0.200000 0.444845 0.000000 
0.200000 0.300000 0.410576 0.000000 
0.200000 0.340000 0.410184 0.000000 
0.200000 0.350000 0.405057 0.000000 
0.200000 0.400000 0.687808 0.700200 
0.200000 0.500000 0.743926 0.869600 
0.200000 0.600000 0.533251 0.000000 
0.300000 0.100000 0.496033 0.000000 
0.300000 0.200000 0.448326 0.000000 
0.300000 0.300000 0.405454 0.000000 
0.300000 0.340000 0.414501 0.000000 
0.300000 0.350000 0.643496 0.559600 
0.300000 0.370000 0.564830 0.568000 
0.300000 0.400000 0.716310 0.707700 
0.300000 0.500000 0.736310 0.867200 
0.300000 0.600000 0.578250 0.984600 
0.400000 0.200000 0.452444 0.000000 
0.400000 0.300000 0.407174 0.000000 
0.400000 0.340000 0.404107 0.000000 
0.400000 0.350000 0.410231 0.000000 
0.400000 0.360000 0.649519 0.596900 
0.400000 0.370000 0.689236 0.645600 
0.400000 0.400000 0.651570 0.669400 
0.400000 0.500000 0.689391 0.860800 
0.400000 0.600000 0.506846 0.000000 
0.500000 0.100000 0.481922 0.000000 
0.500000 0.125000 0.475900 0.000000 
0.500000 0.150000 0.461928 0.000000 
0.500000 0.175000 0.441686 0.000000 
0.500000 0.200000 0.445287 0.000000 
0.500000 0.225000 0.439827 0.000000 
0.500000 0.250000 0.423041 0.000000 
0.500000 0.275000 0.416738 0.000000 
0.500000 0.300000 0.408904 0.000000 
0.500000 0.325000 0.407512 0.000000 
0.500000 0.350000 0.450508 0.000000 
0.500000 0.375000 0.693598 0.662100 
0.500000 0.400000 0.682117 0.680500 
0.500000 0.425000 0.741109 0.764000 
0.500000 0.450000 0.692607 0.789400 
0.500000 0.475000 0.714009 0.844500 
0.500000 0.500000 0.673768 0.873200 
0.500000 0.525000 0.730151 0.917400 
0.500000 0.550000 0.716281 0.935700 
0.500000 0.575000 0.691015 0.958600 
0.500000 0.600000 0.522599 0.000000 
0.500000 0.625000 0.343879 0.000000 
0.600000 0.200000 0.451828 0.000000 
0.600000 0.300000 0.409926 0.000000 
0.600000 0.370000 0.591587 0.591700 
0.600000 0.400000 0.682847 0.698000 
0.600000 0.500000 0.759382 0.886100 
0.600000 0.600000 0.552042 0.985400 
0.700000 0.100000 0.457457 0.000000 
0.700000 0.200000 0.451847 0.000000 
0.700000 0.300000 0.402667 0.000000 
0.700000 0.370000 0.614228 0.594100 
0.700000 0.400000 0.694523 0.690800 
0.700000 0.500000 0.753816 0.874300 
0.700000 0.600000 0.551276 0.984200 
0.800000 0.100000 0.484436 0.000000 
0.800000 0.200000 0.444864 0.000000 
0.800000 0.300000 0.411419 0.000000 
0.800000 0.370000 0.640786 0.614300 
0.800000 0.400000 0.655029 0.694400 
0.800000 0.500000 0.749375 0.878900 
0.800000 0.600000 0.523658 0.000000 
0.900000 0.100000 0.491993 0.000000 
0.900000 0.130000 0.477290 0.000000 
0.900000 0.150000 0.469545 0.000000 
0.900000 0.200000 0.443785 0.000000 
0.900000 0.300000 0.406556 0.000000 
0.900000 0.370000 0.670099 0.613800 
0.900000 0.400000 0.726361 0.719800 
0.900000 0.500000 0.737628 0.881500 
0.900000 0.600000 0.420464 0.000000 
1.000000 0.100000 0.496048 0.000000 
1.000000 0.200000 0.457760 0.000000 
1.000000 0.300000 0.419297 0.000000 
1.000000 0.340000 0.406851 0.000000 
1.000000 0.350000 0.607219 0.554800 
1.000000 0.400000 0.633449 0.682100 
1.000000 0.500000 0.778634 0.882600 
1.000000 0.600000 0.504802 0.000000 
