0.05 0.375
0.06 0.355
0.07 0.335
0.08 0.335
0.09 0.345
0.1 0.325
0.2 0.285
0.3 0.255
0.4 0.195
0.5 0.185
0.6 0.165
0.7 0.155
0.8 0.145
0.9 0.125
