0.020000 0.500000 0.343909 0.000000 
0.010000 0.100000 0.453418 0.000000 
0.010000 0.300000 0.376973 0.000000 
0.010000 0.400000 0.368426 0.000000 
0.010000 0.500000 0.350537 0.000000 
0.010000 0.600000 0.351427 0.000000 
0.030000 0.400000 0.399585 0.000000 
0.030000 0.500000 0.529228 0.000000 
0.040000 0.400000 0.502271 0.000000 
0.040000 0.500000 0.683843 0.876100 
0.050000 0.350000 0.394916 0.000000 
0.050000 0.360000 0.532054 0.000000 
0.050000 0.370000 0.410435 0.000000 
0.050000 0.380000 0.647773 0.636500 
0.050000 0.390000 0.636925 0.653200 
0.050000 0.400000 0.678912 0.702200 
0.050000 0.500000 0.737066 0.897100 
0.060000 0.350000 0.446537 0.000000 
0.060000 0.360000 0.645841 0.583300 
0.060000 0.370000 0.598462 0.580700 
0.070000 0.330000 0.406494 0.000000 
0.070000 0.340000 0.655962 0.567000 
0.070000 0.350000 0.684167 0.609900 
0.080000 0.320000 0.407314 0.000000 
0.080000 0.330000 0.413613 0.000000 
0.080000 0.340000 0.656571 0.551500 
0.080000 0.350000 0.723914 0.656900 
0.090000 0.320000 0.410140 0.000000 
0.090000 0.340000 0.410826 0.000000 
0.090000 0.350000 0.729880 0.675500 
0.100000 0.100000 0.500019 0.000000 
0.100000 0.200000 0.437285 0.000000 
0.100000 0.300000 0.413334 0.000000 
0.100000 0.310000 0.407839 0.000000 
0.100000 0.320000 0.395173 0.000000 
0.100000 0.330000 0.771165 0.678500 
0.100000 0.350000 0.767511 0.700000 
0.100000 0.370000 0.775930 0.734300 
0.100000 0.400000 0.789637 0.804200 
0.100000 0.500000 0.778777 0.912000 
0.100000 0.600000 0.559859 0.986900 
0.200000 0.100000 0.469683 0.000000 
0.200000 0.200000 0.455813 0.000000 
0.200000 0.230000 0.456252 0.000000 
0.200000 0.250000 0.432348 0.000000 
0.200000 0.270000 0.465604 0.000000 
0.200000 0.280000 0.427094 0.000000 
0.200000 0.290000 0.842249 0.772900 
0.200000 0.300000 0.838778 0.794700 
0.200000 0.400000 0.818919 0.840400 
0.200000 0.500000 0.802838 0.922800 
0.200000 0.600000 0.648759 0.980500 
0.300000 0.100000 0.493253 0.000000 
0.300000 0.200000 0.464132 0.000000 
0.300000 0.230000 0.442446 0.000000 
0.300000 0.250000 0.448139 0.000000 
0.300000 0.270000 0.860815 0.852700 
0.300000 0.300000 0.850530 0.843800 
0.300000 0.400000 0.834624 0.873800 
0.300000 0.500000 0.820899 0.928500 
0.300000 0.600000 0.667935 0.980400 
0.400000 0.180000 0.468012 0.000000 
0.400000 0.190000 0.462018 0.000000 
0.400000 0.200000 0.876873 0.845800 
0.400000 0.300000 0.869388 0.875700 
0.400000 0.400000 0.846715 0.887500 
0.400000 0.500000 0.831741 0.933400 
0.400000 0.600000 0.707711 0.974500 
0.500000 0.100000 0.493476 0.000000 
0.500000 0.125000 0.493645 0.000000 
0.500000 0.150000 0.491344 0.000000 
0.500000 0.175000 0.482397 0.000000 
0.500000 0.200000 0.881574 0.849400 
0.500000 0.225000 0.875447 0.850500 
0.500000 0.250000 0.873747 0.848000 
0.500000 0.275000 0.870686 0.858500 
0.500000 0.300000 0.865002 0.857800 
0.500000 0.325000 0.864317 0.866700 
0.500000 0.350000 0.836646 0.861900 
0.500000 0.375000 0.855719 0.889200 
0.500000 0.400000 0.845699 0.889800 
0.500000 0.425000 0.853077 0.886900 
0.500000 0.450000 0.844522 0.899400 
0.500000 0.475000 0.851768 0.906800 
0.500000 0.500000 0.812079 0.924900 
0.500000 0.525000 0.811475 0.938700 
0.500000 0.550000 0.806466 0.952700 
0.500000 0.575000 0.787793 0.955800 
0.500000 0.600000 0.678141 0.974900 
0.500000 0.625000 0.303077 0.000000 
0.600000 0.150000 0.495779 0.000000 
0.600000 0.160000 0.474809 0.000000 
0.600000 0.170000 0.881537 0.849800 
0.600000 0.200000 0.881168 0.850700 
0.600000 0.300000 0.864980 0.858200 
0.600000 0.400000 0.846981 0.884400 
0.600000 0.500000 0.840183 0.925600 
0.600000 0.600000 0.677680 0.976600 
0.700000 0.100000 0.500917 0.000000 
0.700000 0.130000 0.508159 0.000000 
0.700000 0.150000 0.494884 0.000000 
0.700000 0.160000 0.877313 0.844800 
0.700000 0.200000 0.877031 0.852100 
0.700000 0.300000 0.869770 0.858300 
0.700000 0.400000 0.849016 0.888800 
0.700000 0.500000 0.830472 0.927800 
0.700000 0.600000 0.704682 0.977000 
0.800000 0.100000 0.521987 0.000000 
0.800000 0.130000 0.512127 0.000000 
0.800000 0.140000 0.509919 0.000000 
0.800000 0.150000 0.882762 0.848600 
0.800000 0.200000 0.890416 0.853000 
0.800000 0.300000 0.868117 0.863800 
0.800000 0.400000 0.852421 0.885200 
0.800000 0.500000 0.830197 0.923000 
0.800000 0.600000 0.698235 0.977100 
0.900000 0.100000 0.522803 0.000000 
0.900000 0.200000 0.869232 0.846200 
0.900000 0.300000 0.871356 0.870300 
0.900000 0.400000 0.854603 0.889200 
0.900000 0.500000 0.842594 0.929300 
0.900000 0.600000 0.716225 0.976000 
